id,uuid,idea_id,prompt_type,title,prompt_text,negative_prompt,system_instruction,model_target,generation_type,aspect_ratio,duration_seconds,language,status,version,prompt_hash,created_at,updated_at,level,level_name,structure_type,reference_image_prompt_id
11,5a596f24-ca39-4848-9fdd-2c215f7b52fc,1,image_prompt,Rice Titan Harvester - Level 6 - PLANETARY AGRICULTURAL ENGINE (Image),"5-Layer Open Montage Structure

Layer 1 — Subject: A planetary-scale Rice Titan Harvester whose legs cross entire regions, with dozens of continent-spanning harvesting arms, colossal articulated fingers, autonomous harvesting drones, rotating crop collection halos, and a torso resembling a mobile agricultural megacity.

Layer 2 — Environment: Vast planet-scale rice ecosystems visible toward the horizon, enormous river deltas, atmospheric clouds beneath the titan's upper structure, multiple agricultural zones being harvested simultaneously, distant mountains and weather systems emphasizing impossible scale.

Layer 3 — Architecture: Torso containing nested industrial megastructures, kilometer-scale threshing chambers, vertical drying towers, grain elevators larger than skyscrapers, rotating storage rings, automated repair colonies, enormous conveyor arteries, reinforced planetary walking joints.

Layer 4 — Energy/Physics: Powerful gravitational fields stabilize each step, gigantic magnetic fields control grain movement, blue-white plasma flows through the chassis, energy rings surround joints, localized weather effects form around heat exchangers, subtle spacetime lensing around the power core.

Layer 5 — Cinematic Presentation: Planetary-scale cinematic vista, camera extremely far away at first but still showing enormous mechanical detail, clouds wrapping around the machine, realistic atmospheric scattering, sunlight breaking through storm systems, photorealistic materials, colossal depth, 16K render.",,,,image,,,,ready,1,,2026-08-11 15:45:12.809365,2026-08-11 15:45:12.809365,6,Level 6 - PLANETARY AGRICULTURAL ENGINE,5_layer_montage,
12,a92fb657-9056-4e87-a4fe-7b87c136d810,1,video_prompt,Rice Titan Harvester - Level 6 - PLANETARY AGRICULTURAL ENGINE (Video 8s),"Use IMAGE 06 as the first frame and reference image. Exactly 8 seconds, photorealistic cinematic render, smooth continuous motion, no cuts.

Second 1 [0:00-0:01] — HUD Popup Text: ""STEP 1: STABILIZE GRAVITY"" — Gravitational rings activate around the titan's legs and stabilize the surrounding terrain.

Second 2 [0:01-0:02] — HUD Popup Text: ""STEP 2: HARVEST CONTINENTS"" — Gigantic harvesting arms sweep across multiple agricultural zones simultaneously.

Second 3 [0:02-0:03] — HUD Popup Text: ""STEP 3: PLANETARY THRESH"" — Vast crop streams disappear into kilometer-scale threshing chambers.

Second 4 [0:03-0:04] — HUD Popup Text: ""STEP 4: ATMOSPHERIC DRYING"" — Thermal towers activate and create controlled rising columns of warm air.

Second 5 [0:04-0:05] — HUD Popup Text: ""STEP 5: ORBITAL STORAGE"" — Clean rice travels through elevators into enormous rotating storage rings surrounding the torso.

Seconds 6-8 [0:05-0:08]: HUD fades; camera rapidly but smoothly approaches one glowing storage mechanism, ending in a maximum close-up of individual grains moving through a magnetic transfer gate, no cuts.",,,,video,,8.0,,ready,1,,2026-08-11 15:45:12.809365,2026-08-11 15:45:12.809365,6,Level 6 - PLANETARY AGRICULTURAL ENGINE,8s_5_step_hud_popup,11
13,e49be620-229c-4570-ac95-e742bfec94e9,1,image_prompt,Rice Titan Harvester - Level 7 - DIMENSIONAL HARVESTER (Image),"5-Layer Open Montage Structure

Layer 1 — Subject: A surreal planetary Rice Titan Harvester with hundreds of articulated harvesting limbs branching from its enormous chassis, morphing agricultural claws, autonomous micro-machines, gigantic sensor halos, and impossible mechanical proportions.

Layer 2 — Environment: Endless rice fields layered across multiple visible spatial planes, gigantic flooded terraces suspended at impossible angles, glowing clouds, distant planetary curvature, agricultural landscapes appearing to fold into one another.

Layer 3 — Architecture: Multi-dimensional belly factory with overlapping threshing chambers, rotating grain tunnels, self-reconfiguring conveyors, infinite-looking storage corridors, floating mechanical platforms, modular architecture continuously rearranging itself around the harvest.

Layer 4 — Energy/Physics: Intense quantum fields, luminous wormhole-like energy portals, gravity distortions, floating rice particles, magnetic arcs, glowing spatial fractures, blue-gold plasma streams, localized time-distortion effects around machinery.

Layer 5 — Cinematic Presentation: Monumental surreal science-fiction cinematography while retaining photorealistic physical textures, dramatic wide lens, impossible depth, volumetric clouds, intense rim lighting, cinematic contrast, realistic reflections, hyper-detailed machinery, 16K render.",,,,image,,,,ready,1,,2026-08-11 15:45:12.809365,2026-08-11 15:45:12.809365,7,Level 7 - DIMENSIONAL HARVESTER,5_layer_montage,
14,a02aa828-1e03-47b2-a586-f54f3c692bf1,1,video_prompt,Rice Titan Harvester - Level 7 - DIMENSIONAL HARVESTER (Video 8s),"Use IMAGE 07 as the first frame and reference image. Exactly 8 seconds, photorealistic cinematic render, smooth continuous motion, no cuts.

Second 1 [0:00-0:01] — HUD Popup Text: ""STEP 1: OPEN FIELD GATES"" — Dimensional portals unfold around the titan, connecting distant rice fields.

Second 2 [0:01-0:02] — HUD Popup Text: ""STEP 2: MULTI-FIELD HARVEST"" — Hundreds of limbs harvest crops across multiple spatially connected fields.

Second 3 [0:02-0:03] — HUD Popup Text: ""STEP 3: FOLD THE GRAIN"" — Harvested rice streams through glowing spatial tunnels into the belly.

Second 4 [0:03-0:04] — HUD Popup Text: ""STEP 4: PHASE DRYING"" — Rice particles briefly phase through multiple luminous drying chambers simultaneously.

Second 5 [0:04-0:05] — HUD Popup Text: ""STEP 5: INFINITE STORAGE"" — Clean grain streams vanish into seemingly endless dimensional storage chambers.

Seconds 6-8 [0:05-0:08]: HUD fades; camera dives through a spatial tunnel and arrives at an extreme close-up of a single rice grain passing through a glowing dimensional separator, then stabilizes into continuous motion, no cuts.",,,,video,,8.0,,ready,1,,2026-08-11 15:45:12.809365,2026-08-11 15:45:12.809365,7,Level 7 - DIMENSIONAL HARVESTER,8s_5_step_hud_popup,13
15,94e75349-5ecd-4a0f-8519-f771f4a3b05a,1,image_prompt,Rice Titan Harvester - Level 8 - CELESTIAL RICE TITAN (Image),"5-Layer Open Montage Structure

Layer 1 — Subject: A celestial-scale Rice Titan Harvester towering above the atmosphere, its colossal body surrounded by agricultural harvesting rings and thousands of autonomous arms, with planetary-scale crop collectors and an enormous humanoid silhouette visible against space.

Layer 2 — Environment: Curved planetary horizon covered in gigantic rice-growing regions, atmospheric clouds illuminated by sunlight, orbital agricultural platforms, massive floating irrigation systems, satellites and tiny spacecraft surrounding the titan.

Layer 3 — Architecture: Belly transformed into a gigantic orbital agricultural refinery, rotating threshing rings, zero-gravity grain processors, massive drying reactors, cylindrical storage megastructures, orbital conveyor networks, self-repairing mechanical architecture.

Layer 4 — Energy/Physics: Enormous blue-white energy rings, magnetic fields spanning the atmosphere, controlled gravitational wells, plasma conduits, quantum grain streams, aurora-like energy curtains, intense power core visible through transparent armor.

Layer 5 — Cinematic Presentation: Epic orbital cinematography, enormous scale contrast between titan and planet, photorealistic space lighting, realistic atmospheric glow, sunlit metal, deep black space, cinematic lens effects, volumetric energy, extreme detail, 16K render.",,,,image,,,,ready,1,,2026-08-11 15:45:12.811380,2026-08-11 15:45:12.811380,8,Level 8 - CELESTIAL RICE TITAN,5_layer_montage,
16,ad08d8e4-8147-4b41-89bd-9f9b0e9d808a,1,video_prompt,Rice Titan Harvester - Level 8 - CELESTIAL RICE TITAN (Video 8s),"Use IMAGE 08 as the first frame and reference image. Exactly 8 seconds, photorealistic cinematic render, smooth continuous motion, no cuts.

Second 1 [0:00-0:01] — HUD Popup Text: ""STEP 1: ORBITAL SCAN"" — Massive sensor rings scan the planet's rice-growing regions beneath the titan.

Second 2 [0:01-0:02] — HUD Popup Text: ""STEP 2: ATMOSPHERIC HARVEST"" — Gigantic harvesting systems collect crop material from multiple planetary regions.

Second 3 [0:02-0:03] — HUD Popup Text: ""STEP 3: ZERO-G THRESH"" — Harvested material enters rotating orbital threshing chambers.

Second 4 [0:03-0:04] — HUD Popup Text: ""STEP 4: PLASMA DRYING"" — Controlled plasma-heated chambers rapidly remove moisture from the separated grains.

Second 5 [0:04-0:05] — HUD Popup Text: ""STEP 5: CELESTIAL STORAGE"" — Grain flows through enormous orbital elevators into rotating storage rings.

Seconds 6-8 [0:05-0:08]: HUD fades; camera moves from the planet-scale view directly into the titan's processing belly, finishing at an extreme close-up of glowing rice grains circulating through a zero-gravity magnetic chamber, no cuts.",,,,video,,8.0,,ready,1,,2026-08-11 15:45:12.811643,2026-08-11 15:45:12.811643,8,Level 8 - CELESTIAL RICE TITAN,8s_5_step_hud_popup,15
17,267ee786-25c3-4d90-adab-ca647db24d50,1,image_prompt,Rice Titan Harvester - Level 9 - DIMENSIONAL SUPER-HARVESTER (Image),"5-Layer Open Montage Structure

Layer 1 — Subject: An incomprehensibly gigantic Rice Titan Harvester spanning planetary horizons, with countless articulated harvesting arms, self-replicating agricultural drones, continent-sized crop collectors, multiple humanoid mechanical bodies connected into one superstructure, and an enormous central intelligence core.

Layer 2 — Environment: Multiple planets and agricultural worlds visible in the distance, enormous rice continents below, artificial irrigation seas, orbital farms, planetary weather systems, moons and stars forming the background, surreal but photorealistic cosmic agricultural civilization.

Layer 3 — Architecture: Titan chassis transformed into a gigantic interdimensional factory, nested threshing megastructures, rotating Dyson-like processing rings, kilometer-long grain conduits, quantum storage vaults, self-reconfiguring machinery, dimensional elevator shafts, autonomous repair swarms.

Layer 4 — Energy/Physics: Reality-bending quantum fields, enormous gravitational lenses, luminous wormholes, magnetic rivers of rice, plasma storms around the power core, floating particles suspended in altered gravity, spacetime distortion visibly bending background stars.

Layer 5 — Cinematic Presentation: Extreme cosmic wide shot transitioning visually from planetary scale to microscopic mechanical detail, cinematic astrophotography aesthetics combined with photorealistic industrial design, dramatic star illumination, volumetric energy clouds, immense depth, 16K maximum-detail render.",,,,image,,,,ready,1,,2026-08-11 15:45:12.811643,2026-08-11 15:45:12.811643,9,Level 9 - DIMENSIONAL SUPER-HARVESTER,5_layer_montage,
18,40b0b2cd-d466-4872-b98d-aab2e24b0c91,1,video_prompt,Rice Titan Harvester - Level 9 - DIMENSIONAL SUPER-HARVESTER (Video 8s),"Use IMAGE 09 as the first frame and reference image. Exactly 8 seconds, photorealistic cinematic render, smooth continuous motion, no cuts.

Second 1 [0:00-0:01] — HUD Popup Text: ""STEP 1: SYNCHRONIZE WORLDS"" — The central intelligence activates synchronized harvesting networks across multiple planetary fields.

Second 2 [0:01-0:02] — HUD Popup Text: ""STEP 2: HARVEST AT SCALE"" — Countless mechanical arms and drones simultaneously collect rice across entire continents.

Second 3 [0:02-0:03] — HUD Popup Text: ""STEP 3: QUANTUM THRESH"" — Harvest streams enter wormhole-linked threshing megastructures.

Second 4 [0:03-0:04] — HUD Popup Text: ""STEP 4: PERFECT THE GRAIN"" — Quantum fields separate, dry, clean, and optimize every grain while suspended in luminous energy.

Second 5 [0:04-0:05] — HUD Popup Text: ""STEP 5: STORE ACROSS DIMENSIONS"" — Finished rice disappears through dimensional gates into vast storage spaces beyond conventional geometry.

Seconds 6-8 [0:05-0:08]: HUD fades; camera plunges through a wormhole into the titan's core and reaches a maximum close-up of a single grain traveling through a crystalline quantum processing channel, then stabilizes into perfectly smooth operation, no cuts.",,,,video,,8.0,,ready,1,,2026-08-11 15:45:12.811643,2026-08-11 15:45:12.811643,9,Level 9 - DIMENSIONAL SUPER-HARVESTER,8s_5_step_hud_popup,17
19,01b0927c-0a5d-4737-a46c-89a45295e7b1,1,image_prompt,Rice Titan Harvester - Level 10 - ALIEN LEVEL / MAXIMUM (Image),"5-Layer Open Montage Structure

Layer 1 — Subject: An utterly alien Rice Titan Harvester of impossible scale, larger than a planet, constructed as a living-mechanical agricultural intelligence with innumerable articulated harvesting limbs, continent-sized crop claws, biomechanical machine surfaces, floating auxiliary harvesters, colossal sensor halos, and a central consciousness core glowing inside its torso.

Layer 2 — Environment: Multiple planetary rice worlds arranged around the titan, enormous agricultural continents, artificial irrigation oceans, orbital farms, rings of harvested grain, moons, stars, nebulae, gravitationally distorted landscapes, entire civilizations appearing microscopic against the machine.

Layer 3 — Architecture: Impossible alien megastructure architecture containing nested planetary threshers, rotating dimensional processing spheres, gravitational grain elevators, living-machine conveyor networks, self-repairing biomechanical armor, infinite storage dimensions, orbital drying reactors, autonomous micro-machine ecosystems, and a colossal central belly factory resembling a miniature artificial universe.

Layer 4 — Energy/Physics: Extreme quantum and gravitational phenomena, miniature artificial suns powering the machine, wormholes connecting agricultural worlds, magnetic rivers carrying rice through space, localized time distortion, spatial folding, plasma oceans, luminous quantum foam, gravitational lensing bending stars around the titan, impossible energy fields surrounding every mechanical movement.

Layer 5 — Cinematic Presentation: Maximum-scale cinematic masterpiece, impossible low-angle cosmic perspective with the planet-sized titan dominating the frame, photorealistic alien-mechanical textures, realistic planetary atmospheres, stars distorted by gravity, volumetric plasma clouds, extreme HDR lighting, cinematic depth, microscopic grain detail simultaneously visible against cosmic scale, hyperreal 16K render.",,,,image,,,,ready,1,,2026-08-11 15:45:12.811643,2026-08-11 15:45:12.811643,10,Level 10 - ALIEN LEVEL / MAXIMUM,5_layer_montage,
20,78796139-02b1-44ed-9544-d33d3dadf874,1,video_prompt,Rice Titan Harvester - Level 10 - ALIEN LEVEL / MAXIMUM (Video 8s),"Use IMAGE 10 as the first frame and reference image. Exactly 8 seconds, photorealistic cinematic render, smooth continuous motion, no cuts, maximum cinematic realism.

Second 1 [0:00-0:01] — HUD Popup Text: ""STEP 1: AWAKEN THE TITAN"" — The alien agricultural intelligence activates, illuminating countless sensor halos and planetary-scale harvesting systems.

Second 2 [0:01-0:02] — HUD Popup Text: ""STEP 2: HARVEST REALITY"" — Innumerable colossal arms reach through folded space and gather rice from multiple worlds simultaneously.

Second 3 [0:02-0:03] — HUD Popup Text: ""STEP 3: TRANSDIMENSIONAL THRESH"" — Entire crop streams enter wormholes and emerge inside the titan's impossible belly factory.

Second 4 [0:03-0:04] — HUD Popup Text: ""STEP 4: QUANTUM PURIFICATION"" — Individual grains float through miniature artificial suns, gravitational separators, magnetic fields, and alien drying reactors.

Second 5 [0:04-0:05] — HUD Popup Text: ""STEP 5: STORE THE HARVEST UNIVERSE"" — Finished grains cascade into an infinite-dimensional storage chamber containing vast glowing reserves of rice.

Seconds 6-8 [0:05-0:08]: HUD text completely fades; the camera performs a continuous impossible-scale descent from the cosmic titan into its belly, through alien processing architecture, and finally reaches a maximum close-up of a single rice grain suspended beside a colossal quantum mechanism, with the surrounding machinery stabilizing into a mesmerizing continuous harvesting rhythm, no cuts, no scene transition, exactly 8 seconds.",,,,video,,8.0,,ready,1,,2026-08-11 15:45:12.811643,2026-08-11 15:45:12.811643,10,Level 10 - ALIEN LEVEL / MAXIMUM,8s_5_step_hud_popup,19
