id,uuid,title,short_title,raw_idea,refined_idea,description,category,subcategory,topic,niche,content_type,format,target_audience,language,status,priority,source,source_reference,parent_idea_id,root_idea_id,version,idea_hash,created_at,updated_at,scheduled_for,generated_at,published_at,archived_at,is_deleted,category_id
11,31d57b3a-463a-471c-943e-beca769fcca4,Colossal Wheat Combine Titan,Colossal Wheat Combine Titan,"Colossal Wheat Combine Titan
Strides across golden wheat fields harvesting 10,000 acres per hour with quantum threshing.",,"Strides across golden wheat fields harvesting 10,000 acres per hour with quantum threshing.",Impossible Giant Machine,,Wheat Field,Agriculture Titan Megastructures,,,,en,ready_for_upload,1,,,,,1,,2026-08-16 14:18:50.678582,2026-08-16 14:18:50.678582,,2026-08-16 14:57:10.922832,,,0,1
12,8d8503d9-304a-4b17-bccf-863643e04ccc,The Solar Wheat Sifter,The Solar Wheat Sifter,"The Solar Wheat Sifter
Hovering solar-powered harvester that extracts grain without touching the soil.",,Hovering solar-powered harvester that extracts grain without touching the soil.,Impossible Giant Machine,,Wheat Field,Agriculture Titan Megastructures,,,,en,ready_for_upload,2,,,,,1,,2026-08-16 14:18:50.713112,2026-08-16 14:18:50.713112,,2026-08-16 15:25:09.709266,,,0,1
13,07a528aa-3ae7-401b-91d5-67d144cc7f4e,The Wheat Ocean Harvester,The Wheat Ocean Harvester,"The Wheat Ocean Harvester
A colossal floating harvest platform spans the entire wheat field, supported by thousands of impossible telescoping legs. Its enormous underside combs, cuts, threshes, and sorts wheat simultaneously, turning the entire field into a moving sea of golden grain.",,"A colossal floating harvest platform spans the entire wheat field, supported by thousands of impossible telescoping legs. Its enormous underside combs, cuts, threshes, and sorts wheat simultaneously, turning the entire field into a moving sea of golden grain.",Impossible Giant Machine,,Wheat Field,Agriculture Titan Megastructures,,,,en,new,1,,,,,1,,2026-08-16 14:18:54.199623,2026-08-16 14:18:54.199623,,,,,0,1
14,bd7ebd05-4041-437f-84a8-04d524cd0a61,Titan Sunwheel Irrigator,Titan Sunwheel Irrigator,"Titan Sunwheel Irrigator
A wheel taller than skyscrapers rolls slowly across the wheat field while drawing water from an underground reservoir. Its gigantic rotating arms release perfectly measured curtains of water across miles of crops without disturbing the soil.",,A wheel taller than skyscrapers rolls slowly across the wheat field while drawing water from an underground reservoir. Its gigantic rotating arms release perfectly measured curtains of water across miles of crops without disturbing the soil.,Impossible Giant Machine,,Wheat Field,Agriculture Titan Megastructures,,,,en,new,2,,,,,1,,2026-08-16 14:18:54.252814,2026-08-16 14:18:54.252814,,,,,0,1
15,b1b53bab-cbbc-485f-909a-a0806ddf7618,Wheat Field Weather Engine,Wheat Field Weather Engine,"Wheat Field Weather Engine
This mountain-sized machine hovers above the field and controls a localized atmosphere using enormous energy rings. It can summon rain, redirect sunlight, generate cooling clouds, and eliminate damaging storms over the wheat.",,"This mountain-sized machine hovers above the field and controls a localized atmosphere using enormous energy rings. It can summon rain, redirect sunlight, generate cooling clouds, and eliminate damaging storms over the wheat.",Impossible Giant Machine,,Wheat Field,Agriculture Titan Megastructures,,,,en,new,3,,,,,1,,2026-08-16 14:18:54.274559,2026-08-16 14:18:54.274559,,,,,0,1
16,edec1ce8-7d54-447c-ad8a-aea3a5228dd1,The Infinite Furrow Walker,The Infinite Furrow Walker,"The Infinite Furrow Walker
A colossal mechanical walker crosses the wheat field on legs kilometers long, with each foot containing precision farming machinery. Every step simultaneously aerates soil, removes weeds, plants replacement seeds, and deposits nutrients in perfectly spaced patterns.",,"A colossal mechanical walker crosses the wheat field on legs kilometers long, with each foot containing precision farming machinery. Every step simultaneously aerates soil, removes weeds, plants replacement seeds, and deposits nutrients in perfectly spaced patterns.",Impossible Giant Machine,,Wheat Field,Agriculture Titan Megastructures,,,,en,new,4,,,,,1,,2026-08-16 14:18:54.297114,2026-08-16 14:18:54.297114,,,,,0,1
17,3c1484b5-6f5e-4283-82cd-7e2ca05328b8,Golden Grain Conveyor City,Golden Grain Conveyor City,"Golden Grain Conveyor City
A megastructure resembling a moving industrial city travels through the wheat field on gigantic continuous tracks. Conveyor belts beneath it harvest grain and transport it through towering internal silos, mills, dryers, and storage towers.",,"A megastructure resembling a moving industrial city travels through the wheat field on gigantic continuous tracks. Conveyor belts beneath it harvest grain and transport it through towering internal silos, mills, dryers, and storage towers.",Impossible Giant Machine,,Wheat Field,Agriculture Titan Megastructures,,,,en,new,5,,,,,1,,2026-08-16 14:18:54.319331,2026-08-16 14:18:54.319331,,,,,0,1
18,5023b729-bd34-42fe-921e-672d2feaf6d2,Wheatfield Solar Crown,Wheatfield Solar Crown,"Wheatfield Solar Crown
A colossal ring-shaped machine encircles the entire field high above the ground, covered in thousands of adjustable solar mirrors. It concentrates sunlight where needed for accelerated growth while harvesting excess solar energy to power the farm.",,"A colossal ring-shaped machine encircles the entire field high above the ground, covered in thousands of adjustable solar mirrors. It concentrates sunlight where needed for accelerated growth while harvesting excess solar energy to power the farm.",Impossible Giant Machine,,Wheat Field,Agriculture Titan Megastructures,,,,en,new,6,,,,,1,,2026-08-16 14:18:54.338332,2026-08-16 14:18:54.338332,,,,,0,1
19,e4d4328f-6493-4fb8-aee1-b2b998bbc7b4,The Root Network Excavator,The Root Network Excavator,"The Root Network Excavator
An enormous subterranean machine moves beneath the wheat field like an artificial underground continent. It maps every root, redistributes water and nutrients through microscopic tunnels, and repairs damaged soil from below without removing the crops.",,"An enormous subterranean machine moves beneath the wheat field like an artificial underground continent. It maps every root, redistributes water and nutrients through microscopic tunnels, and repairs damaged soil from below without removing the crops.",Impossible Giant Machine,,Wheat Field,Agriculture Titan Megastructures,,,,en,new,7,,,,,1,,2026-08-16 14:18:54.363015,2026-08-16 14:18:54.363015,,,,,0,1
20,62df3d0b-db61-415d-9057-5748b1d30bce,Wheat Sentinel Colossus,Wheat Sentinel Colossus,"Wheat Sentinel Colossus
A towering humanoid agricultural robot stands over the field with sensor arrays larger than houses. Its colossal hands can gently inspect entire sections of wheat while its body deploys swarms of tiny maintenance machines to fight pests and disease.",,A towering humanoid agricultural robot stands over the field with sensor arrays larger than houses. Its colossal hands can gently inspect entire sections of wheat while its body deploys swarms of tiny maintenance machines to fight pests and disease.,Impossible Giant Machine,,Wheat Field,Agriculture Titan Megastructures,,,,en,new,8,,,,,1,,2026-08-16 14:18:54.389481,2026-08-16 14:18:54.389481,,,,,0,1
21,7780658e-4fb7-4f28-98bd-fa0455bda14c,The Atmospheric Grain Elevator,The Atmospheric Grain Elevator,"The Atmospheric Grain Elevator
A vertical megastructure rises from the center of the wheat field into the clouds and connects to enormous vacuum tubes stretching across the farmland. Harvested wheat is lifted through these tubes directly from the field into high-altitude storage chambers.",,A vertical megastructure rises from the center of the wheat field into the clouds and connects to enormous vacuum tubes stretching across the farmland. Harvested wheat is lifted through these tubes directly from the field into high-altitude storage chambers.,Impossible Giant Machine,,Wheat Field,Agriculture Titan Megastructures,,,,en,new,9,,,,,1,,2026-08-16 14:18:54.405852,2026-08-16 14:18:54.405852,,,,,0,1
22,45cb2355-b13f-4ee0-9878-35122bcb523f,Chrono-Harvest Megamachine,Chrono-Harvest Megamachine,"Chrono-Harvest Megamachine
This impossible titan occupies the entire wheat field and manipulates localized time around different crop zones. It can accelerate growth, pause drought damage, and synchronize every stalk to mature simultaneously for one gigantic precision harvest.",,"This impossible titan occupies the entire wheat field and manipulates localized time around different crop zones. It can accelerate growth, pause drought damage, and synchronize every stalk to mature simultaneously for one gigantic precision harvest.",Impossible Giant Machine,,Wheat Field,Agriculture Titan Megastructures,,,,en,new,10,,,,,1,,2026-08-16 14:18:54.424361,2026-08-16 14:18:54.424361,,,,,0,1
23,99826569-a8a1-4690-9d42-2a1c128fe2ec,Colossal Corn Thresher Titan,Colossal Corn Thresher Titan,"Colossal Corn Thresher Titan
Towering combine harvester that vacuums and shells thousands of corn stalks per second.",,Towering combine harvester that vacuums and shells thousands of corn stalks per second.,Impossible Giant Machine,,Corn Field,Agriculture Titan Megastructures,,,,en,new,1,,,,,1,,2026-08-16 14:19:09.418329,2026-08-16 14:19:09.418329,,,,,0,1
24,cbd629db-0fe6-42a3-8592-023cb316997a,The Solar Corn Silo Walker,The Solar Corn Silo Walker,"The Solar Corn Silo Walker
Walking harvester and silo complex that processes corn fields across entire valleys.",,Walking harvester and silo complex that processes corn fields across entire valleys.,Impossible Giant Machine,,Corn Field,Agriculture Titan Megastructures,,,,en,new,2,,,,,1,,2026-08-16 14:19:09.463348,2026-08-16 14:19:09.464343,,,,,0,1
25,fb020a8c-7b64-4981-8f2f-ff53951830a9,The Corn Field Titan Megastructure #3,The Corn Field Titan Megastructure #3,"The Corn Field Titan Megastructure #3
A colossal titan-scale machine operating on Corn Field using automated extraction arms and quantum planetary energy conduits.",,A colossal titan-scale machine operating on Corn Field using automated extraction arms and quantum planetary energy conduits.,Impossible Giant Machine,,Corn Field,Agriculture Titan Megastructures,,,,en,new,3,,,,,1,,2026-08-16 18:16:17.785731,2026-08-16 18:16:17.785731,,,,,0,1
26,5559f385-1415-4b0e-900b-57c97e5dedb7,The Corn Field Titan Megastructure #4,The Corn Field Titan Megastructure #4,"The Corn Field Titan Megastructure #4
A colossal titan-scale machine operating on Corn Field using automated extraction arms and quantum planetary energy conduits.",,A colossal titan-scale machine operating on Corn Field using automated extraction arms and quantum planetary energy conduits.,Impossible Giant Machine,,Corn Field,Agriculture Titan Megastructures,,,,en,new,4,,,,,1,,2026-08-16 18:16:17.819329,2026-08-16 18:16:17.819329,,,,,0,1
27,35042945-3753-402d-8502-6fe4f41ab82d,The Corn Field Titan Megastructure #5,The Corn Field Titan Megastructure #5,"The Corn Field Titan Megastructure #5
A colossal titan-scale machine operating on Corn Field using automated extraction arms and quantum planetary energy conduits.",,A colossal titan-scale machine operating on Corn Field using automated extraction arms and quantum planetary energy conduits.,Impossible Giant Machine,,Corn Field,Agriculture Titan Megastructures,,,,en,new,5,,,,,1,,2026-08-16 18:16:17.852403,2026-08-16 18:16:17.852403,,,,,0,1
28,e767d17c-92e0-49eb-9959-6daf3f559c71,The Corn Field Titan Megastructure #6,The Corn Field Titan Megastructure #6,"The Corn Field Titan Megastructure #6
A colossal titan-scale machine operating on Corn Field using automated extraction arms and quantum planetary energy conduits.",,A colossal titan-scale machine operating on Corn Field using automated extraction arms and quantum planetary energy conduits.,Impossible Giant Machine,,Corn Field,Agriculture Titan Megastructures,,,,en,new,6,,,,,1,,2026-08-16 18:16:17.880611,2026-08-16 18:16:17.880611,,,,,0,1
29,7898a97e-1b23-4cfb-8471-bed9e66eb3c8,The Corn Field Titan Megastructure #7,The Corn Field Titan Megastructure #7,"The Corn Field Titan Megastructure #7
A colossal titan-scale machine operating on Corn Field using automated extraction arms and quantum planetary energy conduits.",,A colossal titan-scale machine operating on Corn Field using automated extraction arms and quantum planetary energy conduits.,Impossible Giant Machine,,Corn Field,Agriculture Titan Megastructures,,,,en,new,7,,,,,1,,2026-08-16 18:16:17.899606,2026-08-16 18:16:17.899606,,,,,0,1
30,78bb9a1e-2f4c-4f77-9ddc-6424a356948b,The Corn Field Titan Megastructure #8,The Corn Field Titan Megastructure #8,"The Corn Field Titan Megastructure #8
A colossal titan-scale machine operating on Corn Field using automated extraction arms and quantum planetary energy conduits.",,A colossal titan-scale machine operating on Corn Field using automated extraction arms and quantum planetary energy conduits.,Impossible Giant Machine,,Corn Field,Agriculture Titan Megastructures,,,,en,new,8,,,,,1,,2026-08-16 18:16:17.918143,2026-08-16 18:16:17.919142,,,,,0,1
31,8407ab27-f226-482c-849c-d34d68c3e8dd,The Corn Field Titan Megastructure #9,The Corn Field Titan Megastructure #9,"The Corn Field Titan Megastructure #9
A colossal titan-scale machine operating on Corn Field using automated extraction arms and quantum planetary energy conduits.",,A colossal titan-scale machine operating on Corn Field using automated extraction arms and quantum planetary energy conduits.,Impossible Giant Machine,,Corn Field,Agriculture Titan Megastructures,,,,en,new,9,,,,,1,,2026-08-16 18:16:17.943326,2026-08-16 18:16:17.943326,,,,,0,1
32,93fb0884-78af-4627-bd1b-26dfe61b39a3,The Corn Field Titan Megastructure #10,The Corn Field Titan Megastructure #10,"The Corn Field Titan Megastructure #10
A colossal titan-scale machine operating on Corn Field using automated extraction arms and quantum planetary energy conduits.",,A colossal titan-scale machine operating on Corn Field using automated extraction arms and quantum planetary energy conduits.,Impossible Giant Machine,,Corn Field,Agriculture Titan Megastructures,,,,en,new,10,,,,,1,,2026-08-16 18:16:17.973831,2026-08-16 18:16:17.974831,,,,,0,1
